Contract ID,Country,Supplier,Contract Value (USD),Bidders Count,Award Date,Contract Duration (Months),Risk Score
d6fa6df3,Ghana,Ward Group,37742501.65,3,2023-10-17,6,High
05749af8,Nigeria,"Dodson, Fletcher and Harrell",39940965.0,2,2024-08-17,3,High
5f7fcfcb,South Africa,"Rodriguez, Barker and Ortiz",11655876.1,3,2024-03-09,24,High
536ba30b,Rwanda,Warren Ltd,8800485.56,1,2020-05-30,24,High
152c8d05,Tanzania,Wagner Group,24895437.72,2,2021-01-14,6,High
b45402f7,Morocco,"Hanna, Gillespie and Stevens",13171095.13,5,2023-09-20,6,High
b6e11105,Egypt,Gardner Inc,10491859.6,10,2020-05-21,12,High
ee9ef346,Nigeria,"Franklin, Fletcher and Wilson",12050681.32,2,2022-12-24,36,High
805a5325,Zambia,"Bailey, Collins and Perry",12431946.39,2,2022-06-19,12,High
d4840444,Tanzania,"Cohen, Livingston and May",40743041.0,2,2023-02-05,3,High
cf41a15f,Nigeria,"Andrews, Patterson and Fisher",18074393.16,2,2022-06-13,3,High
3bf81ae1,Uganda,Scott Ltd,34948898.59,5,2025-03-18,24,High
37ca84c3,Rwanda,Hawkins-Wright,13786884.54,2,2023-01-29,6,High
42166879,Ghana,"Bridges, Davis and Alexander",27821973.03,1,2021-03-31,12,High
87caed45,Nigeria,Hall PLC,18766917.81,2,2021-04-04,12,High
4a3fd7f6,Zambia,Cain Ltd,678547.23,1,2023-09-21,6,High
d2cb977d,Ethiopia,Keller PLC,34045812.09,5,2024-10-28,3,High
bdf10aba,Uganda,Anderson Inc,39215779.6,5,2023-02-14,6,High
32871375,Egypt,Pollard-White,31574661.29,2,2023-04-02,24,High
50b7c772,Zambia,Juarez-Young,22683150.02,10,2024-09-10,6,High
47c97392,Zambia,"Edwards, Rodgers and Meyers",21051445.98,1,2020-08-09,12,High
3da6f5e8,Tanzania,Allen PLC,6495687.21,2,2022-05-27,12,Low
0474ac91,Zambia,Harding Inc,17807321.01,10,2022-05-24,6,High
02ce4595,South Africa,"Abbott, Long and Murphy",46491028.7,10,2022-08-27,3,High
62762ac0,Tanzania,"Mcdaniel, Davis and Romero",26225791.8,10,2021-05-29,3,High
a591800f,Kenya,Meyer-Hanson,34298063.38,1,2021-05-24,12,High
95eb1287,Kenya,White Group,24763669.96,10,2024-10-25,24,High
0844f3db,Rwanda,Mcclure-Jarvis,19519656.81,2,2023-10-31,6,High
b401d31e,Tanzania,"Miller, Green and Johnson",6696190.95,5,2023-08-12,36,Low
a4787317,Senegal,Singh Group,4712928.75,3,2022-04-22,24,Low
67a58d27,Kenya,"White, Caldwell and Perkins",11869633.17,1,2023-01-23,12,High
75611522,Uganda,Davis PLC,28093540.64,10,2023-12-04,12,High
5d5b28c4,Senegal,Lee Ltd,28993705.75,2,2021-08-03,12,High
c30ff4ad,Ethiopia,Hoffman-Allen,8399863.45,3,2022-10-08,6,Low
901dbadb,Morocco,"Lee, Washington and Gibson",43843446.68,3,2020-08-05,12,High
68072071,Ethiopia,"Gregory, Butler and Bryant",690881.89,5,2025-02-13,6,Low
dca2c11e,Morocco,"Benson, Ritter and Key",41992090.05,5,2023-03-03,12,High
dee4e6ce,Kenya,Mccall-Hendrix,48365223.93,10,2023-11-25,3,High
702b0d4a,Ethiopia,Walsh-Caldwell,21168663.39,3,2023-08-31,12,High
2a1cafa8,Senegal,"Greene, Riley and Thomas",17400878.34,5,2023-09-04,12,High
e4abd506,South Africa,Kelly PLC,21128469.08,2,2023-01-13,6,High
82fd5f36,Senegal,Reynolds-Baldwin,40652537.06,2,2022-08-04,6,High
ee47be8b,Tanzania,Wilson PLC,1359913.45,3,2020-05-19,6,Low
814b6f3c,South Africa,Carr-Stark,40128036.45,3,2021-04-23,3,High
5d96a104,South Africa,Cook LLC,20139816.25,2,2021-04-23,12,High
94323bfa,Ghana,"Carter, Hebert and King",33823375.72,5,2024-01-11,36,High
e10b9406,Ethiopia,"Perez, Mack and Gibson",47206114.81,2,2023-12-18,6,High
b43e6739,Uganda,Preston Ltd,29702165.42,10,2023-11-28,24,High
3ddccb57,Ethiopia,"Harris, Duncan and Smith",27366932.83,10,2024-06-16,6,High
9820b65c,Ghana,Greene-Gonzalez,27218261.08,1,2020-07-02,24,High
fc48bfb7,Rwanda,Warner Inc,2076388.86,1,2022-12-08,12,High
e36714db,Kenya,Li Group,6570646.01,2,2021-08-19,24,Low
7aaa33f1,Uganda,Holder Inc,3299877.98,3,2021-11-30,36,Low
a9adffae,Zambia,Chen-Kirby,47264565.96,5,2023-09-13,6,High
dd764006,Senegal,"Murray, Patterson and Howell",24711831.09,2,2021-07-20,3,High
82022904,Tanzania,Thomas and Sons,38685908.57,5,2020-12-22,3,High
156d1b18,Kenya,Cameron Inc,37040220.42,3,2024-07-24,6,High
9504e4b5,Rwanda,"Allison, Marks and Rice",36035300.31,1,2023-11-26,36,High
2532da5f,Uganda,Nichols-Morris,17649600.46,5,2024-08-15,6,High
2d38d4bd,Ethiopia,Sanders and Sons,40620939.59,3,2020-03-23,6,High
4559f8db,Uganda,Perez-Ferrell,27782315.49,3,2023-06-06,3,High
f237a413,Rwanda,Bradley Ltd,38249647.39,5,2023-07-03,3,High
f7ade6b5,Senegal,Crane PLC,9154788.36,1,2022-09-06,24,High
c22c425f,Egypt,Morgan-Wyatt,8881735.07,10,2021-11-01,24,Low
42fd808c,Ghana,Little LLC,30413408.39,10,2024-04-09,36,High
a05167be,Kenya,Strickland and Sons,1446438.5,2,2021-07-04,36,Low
fe40496f,Kenya,Espinoza-Sutton,22477447.09,1,2024-10-02,36,High
6dfd48db,Rwanda,"Kennedy, Sexton and Brown",27776672.26,5,2021-10-04,24,High
87170663,Kenya,Matthews-Noble,23514797.2,2,2022-11-05,36,High
5af71e29,Uganda,Smith-Duncan,32021993.31,3,2020-07-23,24,High
6721fe3b,Kenya,Miller-Pope,29407759.8,3,2022-09-02,6,High
2df47b4d,Ethiopia,Hanson-Mooney,28329394.45,2,2022-12-01,12,High
d9d08afe,Morocco,Johnson LLC,24818920.66,5,2020-06-17,3,High
d0894d2c,Egypt,Walker Group,10137374.55,2,2023-06-23,36,High
a3b6c891,Rwanda,"Brewer, Gutierrez and Johnson",40218642.97,2,2022-01-21,24,High
cc8471ff,Senegal,James Group,32770522.89,10,2022-04-04,6,High
981a6a4e,Rwanda,Davis-Coleman,15408821.19,1,2023-11-01,3,High
94a5876d,Rwanda,Alvarez LLC,26112063.88,1,2020-07-10,3,High
65eb87dd,Egypt,"Rose, Waters and Levy",2417528.52,5,2023-03-19,3,Low
5b7e29c5,Rwanda,Cervantes-Harris,26520531.39,10,2021-07-09,3,High
c5d845d4,Senegal,"Gonzalez, Nichols and Wagner",18877676.87,10,2023-02-15,12,High
46c40c61,Senegal,"Rowe, Jones and Rojas",17469750.25,10,2025-03-02,12,High
d16e7289,Zambia,"Frederick, Medina and Haley",45406612.44,3,2020-05-06,24,High
47bad0ce,Morocco,Sexton Group,5416866.93,3,2023-03-09,36,Low
80af78a1,Morocco,Long-Meza,16072813.13,5,2025-02-15,24,High
38f7ac8a,Morocco,Garcia-Lane,27537528.15,1,2020-05-27,36,High
2c300d25,Nigeria,"Johnson, Miller and Petersen",3102483.39,1,2022-11-08,36,High
41677007,Morocco,"Barnett, Johnson and Lee",36313278.45,3,2024-11-06,36,High
e60f6ecc,Nigeria,Garcia-Cook,38723646.89,2,2022-10-06,3,High
1d7fcfed,Egypt,Davis Group,38858221.04,3,2022-04-28,3,High
82918cd6,Kenya,Wood-Sullivan,28134507.57,10,2022-05-29,3,High
4df36fbe,Rwanda,Davis-Chen,27820091.56,2,2021-05-08,24,High
751f590e,Morocco,"Morse, Anderson and Bell",37749000.3,5,2023-08-18,12,High
f4e1d040,Morocco,Blanchard LLC,20763955.79,2,2021-12-04,24,High
76a55f29,Uganda,Mcdonald-Boyer,10934273.91,2,2020-12-07,12,High
86648862,Ghana,Munoz and Sons,32762836.95,10,2023-02-09,6,High
7e598d5e,Egypt,Oliver-Schneider,1507186.62,10,2023-10-09,12,Low
7ce70d0a,Senegal,Gillespie Group,23427837.75,1,2021-08-07,6,High
f04d81bb,Ghana,Taylor-White,36329943.21,5,2022-06-09,36,High
ab753955,Tanzania,West LLC,14411412.68,2,2022-12-16,12,High
8ff10c9f,Ghana,"Mcneil, Terry and Jones",5354765.09,5,2024-11-02,12,Low
1a6ea043,Morocco,Wise-Garcia,16770891.85,1,2022-10-19,3,High
7e43bb09,Nigeria,Yates-Clarke,15341482.6,1,2021-05-01,3,High
21c0ce4d,Zambia,"Kramer, Collins and Johnson",41397734.19,1,2022-05-02,6,High
f539bca0,Senegal,"Mitchell, Miller and Murray",2452827.65,5,2021-07-01,12,Low
117e003d,Egypt,Mckenzie Group,34716317.79,1,2022-01-28,3,High
9505032b,South Africa,Martinez Group,27733536.75,2,2024-10-11,3,High
675b6849,Tanzania,French and Sons,12665094.01,10,2024-05-21,24,High
71875031,Kenya,"Brown, Jackson and Brown",21380802.73,2,2025-01-08,6,High
101c41ef,South Africa,Poole-Lee,12762891.19,3,2024-03-10,12,High
2e79122f,Zambia,"Lin, Marks and Roberts",36732158.89,10,2020-10-12,3,High
e0b5e722,Uganda,"Marshall, Miller and Poole",6602656.69,10,2025-01-19,24,Low
27c7f835,Ethiopia,Jenkins-Scott,12899415.45,3,2023-03-24,6,High
0ab46e75,Ethiopia,Smith PLC,17336421.33,3,2023-10-02,36,High
4b564254,Kenya,"Reyes, Clark and Bates",38586178.1,5,2022-09-03,3,High
b1d0126f,South Africa,"Young, Nichols and Evans",25124583.74,5,2023-09-16,12,High
843dcce0,Tanzania,Ramos-Moss,23727037.18,2,2025-02-09,12,High
ff8e8432,Uganda,Hurley LLC,45839960.17,1,2020-07-03,24,High
6ce17fb3,Morocco,Gray Ltd,13853237.32,1,2024-08-23,24,High
d19e49da,Ghana,Martinez-Davis,42085396.04,10,2021-01-01,12,High
04ad922b,Rwanda,"Krueger, Howard and Patterson",1960898.07,5,2023-01-30,12,Low
a9d2494b,Nigeria,"Zamora, Green and Williams",4049956.84,2,2024-06-15,24,Low
12381a86,Kenya,Khan Ltd,35079465.43,3,2022-10-12,36,High
97fd8602,Zambia,"Walsh, Trujillo and Watson",34201745.57,2,2021-02-14,24,High
666dccd2,Kenya,Savage-Jones,15127233.27,10,2023-10-12,12,High
5fdc6c0f,Kenya,Kelly-Wallace,41245738.29,2,2020-09-20,36,High
cf7c4589,Ghana,"Lewis, Campos and Allen",26027580.27,3,2024-11-27,6,High
d8a1e627,Zambia,"Nelson, Russell and Jones",11099471.41,1,2024-06-04,3,High
47aee389,Uganda,"Bauer, Taylor and Richards",3546512.09,1,2022-10-12,12,High
557a2010,Ghana,Chavez Group,7645833.67,3,2022-09-15,6,Low
2c87fbcc,Morocco,Williams LLC,11656803.67,10,2024-09-08,12,High
1b09103a,Uganda,Douglas Group,36895426.47,5,2024-10-19,36,High
49862ecb,Senegal,"Ward, Thornton and Mendez",7038248.16,5,2023-11-04,6,Low
5389ee41,Rwanda,Anderson-Garcia,32149678.47,10,2025-02-27,24,High
30e44979,Rwanda,Rice-Logan,10571565.11,3,2024-07-27,3,High
f52de10e,South Africa,Arnold-Fox,30227667.12,5,2023-05-21,3,High
9e8ac110,Tanzania,Yates Inc,10947292.48,2,2021-12-13,12,High
a1625e3f,Egypt,Ross Ltd,22282312.98,10,2020-09-17,24,High
690ec48d,Egypt,Flores-Smith,21753180.56,10,2022-11-10,6,High
76173694,Uganda,"Ryan, Banks and Simmons",45462605.44,10,2022-11-30,24,High
67707a27,Zambia,"Young, Mcguire and Stephens",4814288.7,1,2023-04-09,6,High
469bc33e,Rwanda,Hernandez-Rogers,32426088.43,2,2024-09-13,36,High
8494292f,Egypt,Love-Foster,15369916.4,3,2024-08-22,36,High
ecca4fbc,South Africa,Francis-Christensen,12621016.07,2,2025-02-07,3,High
9db7bfbe,Ghana,Dean-Smith,484805.7,1,2025-02-03,3,High
f99a7165,Zambia,Williams-Blake,38079072.62,5,2020-06-13,6,High
e66da93a,Morocco,"Thompson, Myers and Taylor",43532870.29,2,2023-10-31,12,High
2b221d6c,Uganda,Heath-Joseph,29304368.3,10,2023-05-21,36,High
d9af5599,Nigeria,Herrera-Murphy,29501747.7,1,2024-02-25,12,High
2b16dbe1,Egypt,Lam-Harris,30438482.52,1,2020-11-04,6,High
d7638707,Zambia,"Castro, Smith and Schwartz",31310460.87,3,2025-02-01,12,High
cc4b7b25,Morocco,Odonnell-Harrison,10643037.13,10,2021-06-12,3,High
6ab6e4e7,Egypt,Perez PLC,22756175.42,3,2020-12-10,36,High
bfed279c,Kenya,Cervantes PLC,35781875.53,5,2020-07-16,6,High
5adb1616,Rwanda,David Group,4150527.49,3,2025-02-13,3,Low
f8c635c8,South Africa,Orr-Jones,46665913.3,1,2021-08-01,6,High
75afef34,Ethiopia,Santiago-Andrade,12434151.45,3,2022-09-10,3,High
dab79995,Zambia,"Parsons, Liu and Johnson",18489483.71,2,2022-11-17,12,High
5a02e6d7,South Africa,"Garcia, Diaz and Snyder",33171737.94,2,2024-03-14,24,High
16989cd1,South Africa,Howe Inc,23383254.74,10,2020-05-29,24,High
6054dabe,Uganda,"Goodman, Cruz and Arias",41466580.41,1,2022-08-12,3,High
5ea24fa3,Ethiopia,"Morrison, Garcia and Torres",4580692.06,5,2020-12-07,24,Low
d3b01481,South Africa,"Graham, Dennis and Russell",38244319.83,10,2023-08-01,24,High
4f43a3b0,Tanzania,"Gallagher, Mays and Moreno",49028333.06,1,2020-09-03,36,High
e5bee702,Kenya,"Barrera, Watts and Jenkins",46288643.14,10,2020-12-20,36,High
738cdc32,Senegal,"Gonzalez, Baker and Allen",21997301.63,10,2021-08-18,24,High
b04799f0,Senegal,Smith Group,30676834.58,3,2024-07-07,36,High
d990c39a,Rwanda,Robinson Group,45739161.14,10,2020-06-27,6,High
d448021f,Zambia,"Reyes, Ford and Ramirez",32885164.53,10,2021-03-05,12,High
eb5cb718,Morocco,White LLC,47327640.22,2,2022-09-05,24,High
f0fd02ac,Ghana,Graham LLC,20329335.57,10,2022-07-31,12,High
fde22e0f,Tanzania,Ortiz-Short,29369522.86,2,2024-05-14,3,High
fcbf1449,Ethiopia,Blake-Holt,14822784.12,2,2020-06-14,3,High
1490cea7,Ghana,"Estes, Evans and Davis",9342903.36,5,2020-10-24,3,Medium
cf9471b8,Tanzania,Ewing Inc,33317109.14,1,2022-04-12,12,High
d9f8539c,South Africa,Smith Ltd,20275506.2,3,2024-12-24,12,High
ddd77ee7,Kenya,Thompson-Rogers,46124562.24,5,2022-06-11,12,High
dd8e23d4,Senegal,Simpson-Liu,36275345.77,3,2022-04-21,24,High
49c6362f,South Africa,Diaz-Crawford,35843585.11,5,2023-08-17,36,High
d9b1c6fb,Rwanda,Miller Group,49711666.81,10,2022-03-01,36,High
7477584f,Uganda,Butler PLC,2994858.4,3,2024-10-06,6,Low
0d43f473,Ethiopia,"Mora, Munoz and Hernandez",49026027.57,5,2020-05-23,24,High
e2d5e1e7,Senegal,"Williams, Chapman and Park",5148669.1,1,2023-04-13,36,High
c26b096b,Ghana,"Smith, Rojas and Smith",4084894.32,5,2024-11-11,24,Low
9f48e67d,Ethiopia,Mendoza-Garcia,1004333.76,2,2022-04-30,12,Low
c68cf773,Ethiopia,"Rodgers, Roy and Kidd",43359604.26,2,2020-05-10,36,High
faf0202e,Nigeria,Frazier-Vega,4979473.37,3,2021-05-27,12,Low
655eff90,Nigeria,Soto-Kelly,100952.48,3,2024-09-22,12,Low
4f0f0f5b,Senegal,Spears and Sons,32285398.35,1,2020-07-11,24,High
25d56cb6,Senegal,"Knox, Jones and Harvey",8274601.3,5,2021-11-12,36,Low
2f19f0a3,Kenya,Park-Owens,26322806.32,3,2021-05-27,36,High
30cc84e5,Tanzania,Rice PLC,14150812.35,5,2022-09-19,3,High
cb91f97d,Zambia,Hill Inc,19358259.56,5,2020-11-29,36,High
b32d278c,Egypt,"Jones, Mooney and Hess",3338148.66,3,2025-01-25,36,Low
24952f5c,Nigeria,"Mejia, Robertson and Sampson",28699864.24,5,2020-10-17,36,High
4678ee6f,Ghana,Bauer and Sons,43775233.57,1,2024-04-07,12,High
fa029005,Zambia,Gilbert-Martin,40274296.47,5,2022-03-20,36,High
e54434fb,Ethiopia,Pittman-Robbins,22293651.31,1,2022-10-15,6,High
6299e113,Uganda,Miller Ltd,26271795.9,10,2023-05-19,3,High
0dcd8345,Uganda,"Johnson, Tran and Cobb",33962227.57,5,2024-06-11,24,High
30f7744c,Kenya,Velez Ltd,21071209.97,1,2021-10-20,6,High
ca35aa56,Nigeria,Mcdonald-Smith,46049793.32,2,2020-09-09,6,High
32f0bf4c,Rwanda,Santiago-Bennett,14732014.63,3,2023-11-10,6,High
d96e2beb,South Africa,"Owen, Sloan and Mcdonald",35939296.59,2,2023-10-22,12,High
36082314,Zambia,Khan Group,14756742.25,2,2021-05-08,6,High
d5d97f25,Tanzania,Gordon LLC,1519988.92,10,2023-02-10,24,Low
3582be67,Kenya,Garrison Ltd,10423761.8,2,2020-12-11,3,High
c859f369,Zambia,Maddox-Gibson,18250330.58,1,2024-02-07,6,High
ffc8f9fc,Morocco,Morrow-Nguyen,44087839.02,2,2025-02-07,6,High
f4ae14f2,Egypt,Armstrong-Taylor,9625117.53,5,2023-07-10,6,Low
9d56aaf3,Morocco,Davila-Allen,22038504.38,2,2023-02-21,12,High
3e9c3f32,Rwanda,"Green, Gardner and Wilson",24025910.95,2,2022-12-21,6,High
2da2683f,Ethiopia,Gutierrez-Rich,15871571.73,10,2021-09-04,24,High
50609adc,Morocco,"Torres, Vega and Martin",2680958.07,5,2024-08-13,24,Low
0fd6606c,Egypt,Smith-Mcknight,27472801.08,1,2020-11-04,12,High
d7705019,Senegal,"Hart, Nolan and Fernandez",37104675.14,1,2024-10-02,3,High
117c1898,Uganda,Middleton and Sons,951568.72,3,2022-06-14,36,Low
1fcbf0f6,South Africa,"Tucker, Johnson and Ramirez",30396153.09,3,2022-12-09,36,High
6a7abc66,Ghana,"Reeves, Mendez and Dixon",29614735.48,1,2022-05-06,12,High
9b984bc6,Zambia,"Anderson, Stone and Huynh",26780794.89,5,2020-11-30,24,High
cc703c61,Uganda,Spencer-White,25349643.81,3,2023-08-04,12,High
5e954b64,South Africa,Wong and Sons,33134535.74,10,2020-05-19,24,High
6df7539f,Tanzania,Ramirez LLC,1456351.39,5,2021-08-02,36,Low
2a37f2f8,Tanzania,Franklin LLC,16131686.39,2,2022-06-01,3,High
4811714e,Uganda,Walsh-Reed,49456591.82,2,2020-12-15,12,High
c130c580,South Africa,Brown Inc,4859194.02,5,2021-02-27,3,Low
0937ad16,South Africa,"Murphy, Berry and Adams",10368631.1,5,2022-11-16,12,High
f67c16cf,Egypt,Howe Group,29341458.97,3,2022-10-18,12,High
fd62c810,Ethiopia,Blankenship-Ware,28198948.39,1,2023-08-11,6,High
30d73ff2,Ethiopia,Brown-Roberson,27672930.06,2,2021-12-15,36,High
e9fd55a0,Rwanda,"Hampton, Gamble and Kramer",10407460.53,5,2020-11-19,36,High
ed3a1779,Rwanda,Christensen-Rodriguez,219805.22,3,2022-11-15,3,Low
5a4609c9,South Africa,Davis Inc,15710843.73,1,2020-12-14,24,High
0d7e0e8b,Ghana,"Velez, Summers and Garcia",13214530.56,5,2025-02-22,24,High
6d345507,Uganda,Jensen Inc,15055319.56,5,2023-10-24,6,High
167061b7,Ethiopia,Ellis-Harris,17146230.83,10,2024-11-28,12,High
47f86d16,Zambia,Collins-Brown,38964697.26,3,2021-12-03,3,High
6f704301,Zambia,"Meyers, Whitaker and Hernandez",34577216.53,10,2023-09-29,3,High
6b50ddba,Senegal,Allison Group,32283898.76,3,2023-12-19,6,High
378ce9b4,Kenya,Meyer Group,43646695.6,2,2021-06-23,12,High
1d346414,Rwanda,Ward and Sons,9840536.87,1,2023-03-04,3,High
50641951,Uganda,Cook Ltd,31675527.86,5,2025-01-27,36,High
2c7aaa89,Ethiopia,Rodriguez-Flores,38541034.32,2,2022-09-07,12,High
0089fe46,Egypt,Jackson Group,40796980.09,2,2023-11-10,3,High
f90aeb2d,Ethiopia,"Garcia, Hammond and Fernandez",32080941.93,2,2024-01-28,36,High
d62445e4,South Africa,Hamilton Inc,44053902.97,3,2023-12-11,36,High
ba5a11ce,Egypt,"Smith, Howard and Newton",21886023.74,1,2023-10-20,24,High
49eebe08,Rwanda,"Norton, Matthews and West",36289171.0,10,2024-01-27,6,High
6e766890,South Africa,Holloway-Vargas,18774378.12,10,2020-08-26,3,High
edbbf918,Uganda,Brown and Sons,46925518.67,1,2023-05-24,3,High
d664e4d1,Tanzania,Scott-Hall,46874246.8,3,2023-03-17,6,High
94599952,Morocco,"Mcneil, Zimmerman and James",35630865.69,5,2022-04-07,12,High
95ca9459,South Africa,Gonzalez-Ray,7750068.74,10,2023-10-03,12,Low
2692f067,South Africa,"Brown, Gomez and Lane",45210788.19,5,2024-09-01,24,High
aecb6f9c,Ghana,Baker-Williams,24563317.08,1,2023-03-20,6,High
5c8554e9,Zambia,Garrett and Sons,44454999.81,2,2020-09-14,3,High
c5470b7a,Egypt,"Cobb, Warren and Frey",43038744.68,2,2021-05-16,3,High
c1cc1546,Ghana,Sherman Ltd,23619110.45,5,2021-04-29,24,High
5f523834,Ghana,Thompson-Pena,29956628.89,1,2020-12-13,3,High
fcffda92,Zambia,"Dougherty, Martin and Boyer",36387718.67,2,2024-04-09,12,High
a3be5e0d,Senegal,"Payne, Nelson and Jordan",10020007.25,3,2020-09-24,36,High
f93c9a9f,Zambia,"Klein, Bond and Sweeney",23879144.1,3,2023-11-14,36,High
849b4699,Egypt,Harrington LLC,24867212.15,3,2023-03-17,3,High
3b742b2b,Zambia,Soto PLC,17704157.74,3,2021-01-08,24,High
c43c5aa8,Egypt,"Russell, Garcia and Adkins",11141464.11,10,2025-01-24,3,High
018280dd,Tanzania,Burns Group,15579873.15,10,2023-09-26,36,High
5c4d7057,Tanzania,"Ayers, Jones and Sexton",49375891.01,1,2021-05-29,36,High
5c058147,Tanzania,"Green, Bowers and Griffin",14479608.85,10,2023-01-20,6,High
e9051fe2,Uganda,King and Sons,49358133.4,5,2025-01-21,6,High
82cc555a,South Africa,"Tucker, Edwards and Mcbride",26419173.24,10,2020-07-25,3,High
f8436004,Tanzania,Foster-Dalton,1577785.48,3,2024-08-21,3,Low
3782805c,Egypt,Miller Ltd,4368399.24,10,2024-03-16,36,Low
1c972013,Zambia,Mcguire-Hanson,15717892.62,1,2022-02-08,12,High
2e89ecce,Nigeria,Anderson-Mathis,33864763.08,5,2022-09-15,3,High
785ffe41,Morocco,Campbell Inc,32744635.61,1,2024-06-15,12,High
b90323ff,Nigeria,Wallace LLC,26496417.54,3,2021-04-19,6,High
8367e3d3,Kenya,"Stewart, Gay and Jones",27958675.43,1,2022-02-10,36,High
621d7052,Ghana,"Osborne, Duarte and Russell",42511305.64,2,2021-01-28,3,High
ea898a0c,Rwanda,"Ruiz, Moore and Jones",7645341.77,5,2022-05-15,12,Low
229c7472,South Africa,"Ellis, Hobbs and Gomez",4261893.23,5,2021-11-23,24,Low
64d10f7a,South Africa,Nash and Sons,2300300.89,1,2024-03-29,3,High
18457903,Senegal,Phillips Ltd,29438284.74,5,2023-03-12,36,High
74e97dd9,Uganda,"Brewer, Gutierrez and Preston",1081190.51,5,2022-11-09,3,Low
fe028184,South Africa,Jackson-Townsend,7393757.0,5,2020-09-13,12,Low
20f59d43,Kenya,Abbott Ltd,29512888.11,5,2023-02-23,3,High
3cdfe2c4,Nigeria,"Costa, Franco and Stanley",19738398.36,2,2025-03-01,24,High
835b1137,Morocco,"Jordan, Ortiz and Johnson",45561640.71,2,2021-06-05,6,High
6362ac29,Kenya,"Lopez, West and Campbell",35569862.74,5,2021-01-16,24,High
cbc158a7,Nigeria,"Spears, Mcgee and Holden",42046864.77,3,2021-11-15,24,High
b590afd3,Senegal,Harding-Rogers,470306.54,5,2024-01-31,6,Low
77585ea6,Senegal,Collins Ltd,37215624.37,10,2021-12-31,24,High
d9204ce0,Uganda,Dyer Inc,3803019.12,3,2020-11-12,12,Low
ca28cd97,Zambia,Klein-Davenport,35314437.31,5,2024-01-17,24,High
1de404f8,Morocco,"Cook, Hernandez and Gomez",5964029.02,3,2020-12-14,24,Low
abc7d7e2,Tanzania,Moore PLC,23345169.79,3,2023-12-05,36,High
2bc0f312,Uganda,"Harvey, Davis and Briggs",24720907.07,1,2021-12-28,6,High
02e13e5f,Zambia,Davis Group,46587195.74,2,2022-08-07,24,High
5a10e63d,Ethiopia,Floyd LLC,29251386.46,10,2023-09-01,24,High
ef15024b,Tanzania,"Nelson, Silva and Ford",43833149.72,1,2021-05-03,36,High
bb4d31d2,Rwanda,Burns PLC,35273776.7,2,2020-10-06,6,High
3a1ca3f0,Tanzania,Gardner-Dean,22591194.98,3,2020-07-19,12,High
1ae18f3d,Tanzania,Gould-Graham,14786878.2,2,2022-10-03,6,High
5619e52c,Tanzania,Maxwell LLC,16447626.83,2,2022-06-03,36,High
c0525cc2,Egypt,"Graham, Daugherty and Burnett",15724109.97,5,2023-08-29,3,High
ecd8951e,Kenya,Henry-Barnes,24539277.6,1,2020-09-22,36,High
b2440e21,Morocco,"Mcclain, Jones and Austin",12945091.27,3,2024-01-22,24,High
b85e765f,Morocco,Harris-Phillips,47860180.88,1,2022-01-11,36,High
7dacae54,Nigeria,"Fleming, Lucas and Brady",48343753.75,2,2023-11-02,12,High
5976daf9,Tanzania,Nelson Inc,7708956.32,5,2022-08-07,3,Medium
32024420,Uganda,"Hernandez, Wilkerson and Sullivan",466831.14,2,2024-06-13,36,Low
c9f3df7b,Uganda,Curtis and Sons,18257135.41,2,2020-11-30,12,High
5498bfa1,Kenya,"Williams, Hernandez and Mason",31548542.43,3,2020-12-05,6,High
270328c6,Egypt,"Spencer, Sawyer and Phillips",30183192.15,5,2024-01-18,3,High
a5b252cc,Zambia,Carr Ltd,1181564.42,10,2024-12-24,6,Low
4eea2e44,Egypt,Roberson-Hardy,24520244.96,10,2022-02-24,3,High
222bd9d1,Kenya,Harris-Saunders,43070162.73,5,2021-03-05,12,High
e9fc614a,Rwanda,Simmons Inc,18612043.22,5,2021-05-06,6,High
62ae4cf4,Tanzania,Hicks and Sons,18577296.88,1,2020-04-16,6,High
86497540,Uganda,Chaney-Bailey,35158716.76,3,2021-03-07,36,High
219a4935,Tanzania,Morrow and Sons,47354038.58,5,2023-11-29,3,High
000100ec,Nigeria,"Mclaughlin, Thomas and Proctor",1176022.72,2,2023-03-17,36,Low
4799e880,Rwanda,Thompson LLC,1700663.18,2,2021-06-17,3,Low
c0771e92,Rwanda,Mcintosh LLC,8437042.8,3,2020-09-24,6,Low
0965dbcc,Kenya,Rodriguez-Hernandez,12479557.91,3,2021-04-26,24,High
8c552d9c,Uganda,Golden PLC,31782104.86,1,2024-04-11,6,High
0039fb92,Rwanda,"Gomez, Kennedy and Simpson",45175174.87,1,2021-02-27,6,High
11e83ddc,Egypt,Butler and Sons,13440591.79,10,2024-06-06,6,High
ccbcfea1,Senegal,Davis and Sons,37778238.78,2,2021-04-10,12,High
6eebf041,Morocco,Patterson-Esparza,26938760.47,3,2022-02-25,36,High
08cfe9b4,Kenya,Smith-Wheeler,36546771.45,3,2022-09-05,36,High
dd567b6e,Senegal,Gomez Group,31562191.75,5,2023-02-17,36,High
a54a2e73,Ghana,"Green, Cameron and Watson",20299158.12,5,2020-12-26,12,High
4f7201ed,Zambia,"Davis, Myers and Jones",17812116.47,10,2021-03-12,6,High
ed519de5,Nigeria,Cruz PLC,14903549.27,3,2021-12-29,3,High
655d410c,Egypt,"Adams, Flores and Kramer",20297792.71,1,2021-02-05,24,High
